customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,property_valuation
3592,Pall,MacCart,Male,72,1954-04-27,Junior Executive,,Mass Customer,0,0,12.0,94543 Northwestern Court,4715,QLD,6.0
3593,Carry,Abercromby,Female,71,1996-04-10,Legal Assistant,Retail,Mass Customer,0,0,5.0,6 Continental Alley,3174,VIC,8.0
3594,Gustavo,Juschka,Male,45,1986-01-04,Marketing Assistant,Manufacturing,Mass Customer,0,0,18.0,89 Dapin Terrace,3121,VIC,10.0
3595,Timi,Huson,Female,81,1975-12-06,Software Consultant,Retail,Mass Customer,0,0,6.0,38834 Manufacturers Hill,2768,NSW,10.0
3596,Christi,Gilluley,Female,57,1977-12-25,Executive Secretary,Retail,Mass Customer,0,0,20.0,0186 Thackeray Center,3183,VIC,11.0
3597,Giorgi,,Male,71,1954-06-16,Analog Circuit Design manager,Property,Affluent Customer,0,1,16.0,15980 Fairview Drive,2283,NSW,7.0
3598,Penny,McKirdy,Male,72,1994-12-17,Computer Systems Analyst III,Manufacturing,Affluent Customer,0,1,5.0,2 Waxwing Terrace,2429,NSW,2.0
3599,Lane,Maguire,Male,11,1956-02-27,Physical Therapy Assistant,,High Net Worth,0,1,6.0,358 Ronald Regan Point,2065,NSW,12.0
3600,Godart,Gooderick,Male,88,1962-05-17,Staff Accountant II,,Mass Customer,0,0,16.0,4386 Spaight Court,3752,VIC,8.0
3601,Fanya,Gethyn,Female,85,1975-12-23,Junior Executive,IT,Mass Customer,0,0,18.0,73 Hallows Circle,2558,NSW,7.0
3602,Alicea,Scamwell,Female,23,1988-11-27,Account Coordinator,Health,Mass Customer,0,0,12.0,1585 Summer Ridge Alley,2548,NSW,6.0
3603,Cale,Yaneev,Male,90,1954-09-27,Sales Representative,Retail,Mass Customer,0,1,14.0,29585 Weeping Birch Avenue,2830,NSW,2.0
3604,Findlay,Lubman,Male,3,1971-04-09,VP Quality Control,Health,High Net Worth,0,1,9.0,4 Macpherson Drive,2560,NSW,8.0
3605,Andy,Risely,Male,54,1994-01-28,Internal Auditor,,Mass Customer,0,0,6.0,75132 Portage Point,4555,QLD,7.0
3606,Jamima,Wainscot,Female,52,1957-02-09,Graphic Designer,,High Net Worth,0,0,15.0,90969 Talmadge Place,3199,VIC,7.0
3607,Troy,Blaydes,Male,99,2001-05-22,Clinical Specialist,Health,Mass Customer,0,0,1.0,88 Ilene Crossing,2049,NSW,11.0
3608,Conway,Surgen,Male,86,1973-05-17,Nurse Practicioner,Argiculture,High Net Worth,0,0,8.0,154 Heffernan Trail,2038,NSW,10.0
3609,Chicky,Butterfield,Male,69,1997-09-02,Marketing Manager,Manufacturing,Mass Customer,0,0,4.0,4534 Stone Corner Terrace,2233,NSW,9.0
3610,Erl,Markel,Male,1,1987-03-29,Graphic Designer,Financial Services,High Net Worth,0,1,16.0,9 Declaration Crossing,3133,VIC,10.0
3611,Uriah,Chantree,Male,20,1970-04-10,Statistician II,,Affluent Customer,0,1,10.0,2 Homewood Pass,4211,QLD,8.0
3612,Normand,Matous,Male,27,1979-11-27,,IT,High Net Worth,0,0,15.0,8279 Golf View Center,3127,VIC,12.0
3613,Fairfax,Pummery,Male,27,1972-04-21,Budget/Accounting Analyst II,Health,Mass Customer,0,1,9.0,65769 Hoard Plaza,3030,VIC,7.0
3614,Berkie,Gimber,Male,59,1961-06-23,Environmental Specialist,Retail,Affluent Customer,0,1,18.0,2 Havey Point,2759,NSW,8.0
3615,Junia,Napton,Female,63,1978-07-09,Safety Technician II,IT,Mass Customer,0,1,8.0,8582 Morrow Pass,4165,QLD,7.0
3616,Vale,Dagnan,Male,42,2001-04-02,Product Engineer,Property,High Net Worth,0,0,2.0,4643 Cambridge Circle,3064,VIC,6.0
3617,Jessa,Milnthorpe,Female,11,1990-05-06,Structural Analysis Engineer,Manufacturing,Mass Customer,0,1,3.0,2 Armistice Parkway,2193,NSW,10.0
3618,Evyn,Rouby,Male,2,1966-04-28,Statistician IV,Retail,Affluent Customer,0,1,19.0,23301 Bluestem Drive,3146,VIC,8.0
3619,Myranda,Cridland,Female,18,1996-02-17,Administrative Assistant IV,,Mass Customer,0,1,1.0,6764 Commercial Avenue,2753,NSW,8.0
3620,Gerry,Ackhurst,Male,21,1991-07-30,Computer Systems Analyst II,Retail,Mass Customer,0,0,5.0,56747 Monument Avenue,4306,QLD,8.0
3621,Umeko,Hearfield,Female,13,1975-01-16,Developer IV,Health,High Net Worth,0,0,15.0,8 Harper Center,2650,NSW,3.0
3622,Anetta,Brosenius,Female,84,1983-09-02,Compensation Analyst,Financial Services,Mass Customer,0,0,2.0,422 Valley Edge Pass,2000,NSW,10.0
3623,Oren,Barwack,Male,56,1984-11-25,Senior Quality Engineer,Manufacturing,Affluent Customer,0,1,15.0,8651 Graceland Way,2830,NSW,1.0
3624,Lenka,,Female,54,1984-10-16,Cost Accountant,Financial Services,Mass Customer,0,1,7.0,6 Nobel Way,2322,NSW,4.0
3625,Cammie,Rubinfeld,Female,24,1953-11-30,VP Marketing,Manufacturing,High Net Worth,0,1,18.0,3 Burning Wood Pass,2322,NSW,4.0
3626,Cora,Hince,Female,86,1978-09-02,Senior Cost Accountant,Financial Services,Mass Customer,0,1,12.0,4 Westridge Circle,2763,NSW,8.0
3627,Loren,Pischof,Male,92,1961-08-12,Teacher,Health,High Net Worth,0,1,14.0,9284 Randy Alley,2217,NSW,9.0
3628,Sharron,Gaynes,Female,47,1974-10-17,Financial Advisor,Financial Services,Mass Customer,0,1,14.0,56 Sullivan Crossing,2768,NSW,9.0
3629,Vale,Starcks,Female,17,1976-10-29,Editor,Health,High Net Worth,0,0,22.0,3 Westridge Avenue,2810,NSW,5.0
3630,Jeni,Heymes,Female,16,1978-11-15,Tax Accountant,Property,Affluent Customer,0,1,8.0,3 Florence Drive,2151,NSW,10.0
3631,Mignonne,Barwood,Female,76,1962-07-01,Project Manager,IT,High Net Worth,0,1,16.0,897 Forest Dale Terrace,4035,QLD,8.0
3632,Elena,Sandys,Female,82,1990-03-27,Teacher,,Mass Customer,0,0,9.0,91215 Doe Crossing Avenue,3805,VIC,7.0
3633,Donavon,Ainsby,Male,32,1983-04-18,Biostatistician III,Health,Mass Customer,0,0,5.0,38834 Green Center,2132,NSW,11.0
3634,Clemence,Kornas,Female,35,1963-06-01,Speech Pathologist,,High Net Worth,0,1,15.0,678 Monterey Center,2759,NSW,8.0
3635,Elset,,Female,51,1977-07-06,VP Marketing,Retail,High Net Worth,0,0,9.0,1 Park Meadow Drive,2145,NSW,9.0
3636,Trudi,Bickerstasse,Female,42,1970-06-24,Director of Sales,Financial Services,Mass Customer,0,1,18.0,58 Hoepker Center,4343,QLD,2.0
3637,Luigi,Edgeworth,Male,84,1958-01-01,,Manufacturing,Affluent Customer,0,1,11.0,6415 4th Alley,2766,NSW,8.0
3638,Fifi,Dorrins,Female,73,1996-05-04,Associate Professor,Manufacturing,Mass Customer,0,0,6.0,5558 Northport Point,2087,NSW,11.0
3639,Megan,Perrygo,Female,49,1974-01-11,Food Chemist,Health,High Net Worth,0,0,15.0,71 Manley Way,2036,NSW,7.0
3640,Merralee,Forman,Female,64,1985-04-28,Staff Scientist,,Mass Customer,0,0,10.0,6201 Schiller Drive,2502,NSW,6.0
3641,Wolfie,Hoyes,Male,78,1975-10-02,Civil Engineer,Manufacturing,Affluent Customer,0,0,12.0,5339 Paget Plaza,2190,NSW,10.0
3642,Ardith,Portigall,Female,39,1962-05-21,,,Affluent Customer,0,1,8.0,26138 Katie Point,2800,NSW,4.0
3643,Bettye,Dumberrill,Female,62,1971-02-08,Technical Writer,,Mass Customer,0,0,15.0,686 Scoville Drive,3012,VIC,5.0
3644,Peder,Frotton,Male,13,1968-01-18,Physical Therapy Assistant,Financial Services,High Net Worth,0,1,17.0,41 Bay Pass,2018,NSW,10.0
3645,Cozmo,Rylstone,Male,47,1961-07-04,Structural Analysis Engineer,Manufacturing,High Net Worth,0,0,14.0,155 Sunfield Way,3212,VIC,2.0
3646,Allene,Pauly,Female,0,1981-10-22,Social Worker,Health,Mass Customer,0,0,4.0,2809 Anderson Lane,3350,VIC,3.0
3647,Carlyle,Frape,Male,62,1971-11-07,Marketing Manager,,Affluent Customer,0,0,4.0,4 Barby Point,4216,QLD,8.0
3648,Tracie,Bartolomeoni,Female,82,1954-02-21,Paralegal,Financial Services,Mass Customer,0,0,5.0,73 Eagan Hill,3040,VIC,10.0
3649,Jayne,Gawthrope,Female,66,1977-07-12,Office Assistant II,Property,Mass Customer,0,1,12.0,11 Ryan Hill,2229,NSW,9.0
3650,Darrelle,Rosas,Female,85,1999-10-21,Office Assistant I,IT,Mass Customer,0,1,2.0,6 Eliot Parkway,2045,NSW,12.0
3651,Baxie,,Male,91,1999-11-15,Human Resources Assistant I,Manufacturing,Mass Customer,0,0,2.0,4962 Wayridge Road,2220,NSW,12.0
3652,Aldrich,Camble,Male,20,1955-02-06,Nurse,Health,High Net Worth,0,1,17.0,9 Jenifer Avenue,2480,NSW,4.0
3653,Devlen,Perrett,Male,7,1991-01-04,Environmental Specialist,,Mass Customer,0,1,8.0,7 Macpherson Way,4064,QLD,9.0
3654,Kenyon,Paddefield,U,78,,Electrical Engineer,Manufacturing,Mass Customer,0,0,,5437 Oak Alley,2024,NSW,10.0
3655,Waldemar,Mostin,Male,82,1974-06-01,,,Mass Customer,0,1,19.0,13854 Artisan Avenue,4508,QLD,3.0
3656,Talia,Sidnell,Female,14,1976-12-24,,Property,Mass Customer,0,1,3.0,7415 Schlimgen Drive,2064,NSW,9.0
3657,Wyatan,Rogeon,Male,95,1961-07-24,,,High Net Worth,0,0,8.0,249 Merchant Terrace,4211,QLD,7.0
3658,Bo,Vell,Male,15,1962-10-20,,Entertainment,Mass Customer,0,1,9.0,379 Scofield Pass,3101,VIC,8.0
3659,Farra,Catto,Female,76,1976-12-23,VP Sales,Financial Services,High Net Worth,0,0,10.0,6 Michigan Lane,4076,QLD,3.0
3660,Gradeigh,Hothersall,Male,99,1981-03-14,Administrative Assistant IV,Financial Services,Mass Customer,0,0,7.0,31 Packers Pass,2205,NSW,10.0
3661,Tadeas,Shitliff,Male,34,1965-12-18,Research Associate,Manufacturing,Mass Customer,0,1,7.0,772 Superior Street,2759,NSW,8.0
3662,Pippo,Cator,Male,79,1977-12-30,Community Outreach Specialist,Retail,Mass Customer,0,0,15.0,15093 Hallows Pass,3930,VIC,9.0
3663,Hermy,Casement,Male,62,1998-02-10,Information Systems Manager,,Affluent Customer,0,0,1.0,954 Reinke Park,3101,VIC,12.0
3664,Faina,Czaja,Female,5,1990-02-23,Software Test Engineer I,Manufacturing,Mass Customer,0,1,7.0,11879 Surrey Court,2768,NSW,9.0
3665,Toma,Klaaasen,Female,19,1989-03-23,Dental Hygienist,Health,Mass Customer,0,0,6.0,7730 Oakridge Trail,3380,VIC,1.0
3666,Mathew,Marousek,Male,56,1957-03-27,Statistician II,Health,High Net Worth,0,0,10.0,91051 Cordelia Circle,3030,VIC,7.0
3667,Nettie,Goghin,Female,3,1983-02-06,Graphic Designer,Retail,Mass Customer,0,1,8.0,32 Larry Way,3073,VIC,10.0
3668,Katlin,Ragsdale,Female,79,1955-02-09,Desktop Support Technician,Property,Mass Customer,0,1,6.0,3173 Park Meadow Park,2261,NSW,5.0
3669,Maynard,Isaq,Male,11,1977-06-18,Design Engineer,Manufacturing,Affluent Customer,0,0,18.0,427 Talmadge Terrace,2486,NSW,8.0
3670,Leupold,Bernardini,Male,62,1977-03-20,,Financial Services,Affluent Customer,0,1,17.0,587 Rieder Court,4211,QLD,8.0
3671,Crystie,Deshorts,Female,98,1992-01-05,Programmer Analyst III,,Affluent Customer,0,0,7.0,34775 Melrose Road,2152,NSW,10.0
3672,Werner,Yglesias,Male,32,1987-05-25,,IT,Mass Customer,0,1,13.0,61 Kennedy Park,2745,NSW,10.0
3673,Tobin,Fucher,Male,72,1979-09-28,,Manufacturing,Mass Customer,0,1,11.0,1 Upham Crossing,3041,VIC,3.0
3674,Rodger,Gores,Male,59,1998-12-24,Tax Accountant,Property,Mass Customer,0,0,3.0,106 Donald Way,3216,VIC,4.0
3675,Samuele,Heller,Male,88,1999-12-17,Analog Circuit Design manager,Property,Affluent Customer,0,1,1.0,3397 Ronald Regan Plaza,4511,QLD,5.0
3676,Derk,Willingale,Male,27,1965-12-15,Health Coach I,Health,Affluent Customer,0,0,11.0,2615 Declaration Court,2031,NSW,12.0
3677,Bartel,Fonteyne,Male,3,1986-07-11,Senior Financial Analyst,Financial Services,Mass Customer,0,1,20.0,900 Straubel Hill,2176,NSW,10.0
3678,Tonya,Worthington,Female,52,1969-08-06,Engineer IV,Manufacturing,Mass Customer,0,0,19.0,4314 Ridgeview Court,2176,NSW,9.0
3679,Murielle,Klimkov,Female,72,1992-05-05,Developer II,,High Net Worth,0,0,6.0,6001 Calypso Park,2320,NSW,5.0
3680,Sawyere,Onele,Male,17,1983-08-11,Accountant I,Retail,High Net Worth,0,0,3.0,31 Declaration Drive,4500,QLD,5.0
3681,Doll,Benedicto,Female,90,1962-02-06,Community Outreach Specialist,Property,Mass Customer,0,1,20.0,8 Grover Parkway,2089,NSW,10.0
3682,Dukie,Asson,Male,94,1978-06-15,GIS Technical Architect,Financial Services,Mass Customer,0,1,11.0,7 Killdeer Junction,4306,QLD,3.0
3683,Lorain,Maliphant,Female,67,1957-03-30,Chief Design Engineer,,Mass Customer,0,1,11.0,30122 Union Plaza,2066,NSW,9.0
3684,Jeffie,Mortell,Male,13,1974-04-25,Food Chemist,Health,High Net Worth,0,1,4.0,81 Carpenter Terrace,3321,VIC,3.0
3685,Solomon,Ruffles,Male,86,1989-06-12,Human Resources Manager,Financial Services,Affluent Customer,0,1,16.0,46 Hollow Ridge Way,2011,NSW,11.0
3686,Shirley,Siss,Female,20,1976-08-06,,Financial Services,High Net Worth,0,1,15.0,6468 West Park,3161,VIC,6.0
3687,Jessie,Wards,Male,84,1971-10-14,Software Engineer III,Manufacturing,Mass Customer,0,1,14.0,2 Barby Court,2133,NSW,8.0
3688,Fritz,Le Merchant,Male,87,1994-04-27,General Manager,IT,Affluent Customer,0,1,5.0,4 Rockefeller Plaza,3196,VIC,5.0
3689,Orel,Joncic,Female,26,1967-09-25,,Health,Mass Customer,0,1,7.0,00732 David Lane,3350,VIC,6.0
3690,Sheela,Nutton,Female,86,1957-05-11,Chemical Engineer,Manufacturing,Mass Customer,0,0,17.0,4 Hagan Hill,2197,NSW,9.0
3691,Mathew,Seid,Male,73,1973-08-16,Environmental Tech,Retail,Affluent Customer,0,0,11.0,47566 Old Gate Avenue,3064,VIC,6.0
3692,Linea,Kubica,Female,47,1961-11-05,Business Systems Development Analyst,,High Net Worth,0,1,6.0,9738 Delaware Crossing,2753,NSW,9.0
3693,Brenna,Raft,Female,58,1985-01-19,,Manufacturing,Affluent Customer,0,1,21.0,5511 Clove Lane,3153,VIC,7.0
3694,Antoni,MacAllister,Male,91,1984-04-19,,Health,Mass Customer,0,1,10.0,526 Kipling Drive,3193,VIC,11.0
3695,Lem,Clamp,Male,33,1978-02-27,Account Coordinator,Entertainment,Affluent Customer,0,1,3.0,9585 Lakeland Avenue,2147,NSW,8.0
3696,Orlan,Dunning,Male,27,1962-12-11,Senior Financial Analyst,Financial Services,High Net Worth,0,0,15.0,19 Daystar Alley,2761,NSW,8.0
3697,Zebedee,Christal,Male,47,1978-10-10,Recruiting Manager,,Mass Customer,0,1,8.0,2 Union Way,2035,NSW,12.0
3698,Devon,Baudic,Female,49,1995-10-03,Geological Engineer,Manufacturing,Mass Customer,0,0,4.0,88 Service Hill,4573,QLD,8.0
3699,Lillian,Somerfield,Female,40,1990-10-08,Recruiting Manager,Manufacturing,Mass Customer,0,0,5.0,856 Basil Drive,3064,VIC,5.0
3700,Lazar,Restall,Male,64,1971-09-06,Associate Professor,Entertainment,Mass Customer,0,0,19.0,00 Esker Point,4207,QLD,3.0
3701,Anstice,Dunsmuir,Female,93,1974-01-20,Physical Therapy Assistant,,Affluent Customer,0,0,9.0,792 Clyde Gallagher Trail,2120,NSW,10.0
3702,Floyd,Meharry,Male,74,1993-02-18,Biostatistician IV,Health,Mass Customer,0,0,10.0,9719 Bobwhite Avenue,2289,NSW,7.0
3703,Kelvin,Oldford,Male,37,1973-06-18,Teacher,Property,Affluent Customer,0,0,9.0,36 Service Lane,2750,NSW,7.0
3704,Haslett,Ropars,Male,54,1975-05-08,Health Coach III,Health,High Net Worth,0,1,6.0,51158 Mitchell Place,3747,VIC,3.0
3705,Tedmund,Clawsley,Male,26,1971-12-04,,Manufacturing,Mass Customer,0,1,15.0,6 3rd Point,2256,NSW,9.0
3706,Darby,Jellett,Male,20,1966-04-03,Assistant Professor,Argiculture,Affluent Customer,0,1,10.0,828 Cascade Crossing,3196,VIC,9.0
3707,Marten,Posnette,Male,10,1993-05-16,Senior Editor,Retail,Mass Customer,0,1,4.0,2099 Elmside Parkway,3165,VIC,10.0
3708,Lois,Laskey,Female,72,1963-05-15,Cost Accountant,Financial Services,Mass Customer,0,0,19.0,6407 Pierstorff Center,4209,QLD,6.0
3709,Lilly,Roubay,Female,31,1955-03-31,GIS Technical Architect,Health,Mass Customer,0,0,8.0,18 Stephen Center,3189,VIC,10.0
3710,Sallyann,Stangoe,Female,12,1974-08-22,Physical Therapy Assistant,,Mass Customer,0,0,13.0,5147 Kensington Pass,2204,NSW,9.0
3711,Ellene,Scinelli,Female,61,1961-05-04,Associate Professor,Manufacturing,Affluent Customer,0,1,9.0,7740 Crescent Oaks Circle,4350,QLD,5.0
3712,Esmeralda,Klousner,Female,22,1957-07-12,Recruiting Manager,Financial Services,Mass Customer,0,0,19.0,03742 Granby Parkway,2768,NSW,9.0
3713,Cynthy,Snoad,Female,72,1993-02-03,,Telecommunications,High Net Worth,0,1,8.0,37 Tennessee Way,4078,QLD,5.0
3714,Lemuel,Gerram,Male,83,1962-03-30,VP Sales,Manufacturing,Mass Customer,0,0,6.0,0616 Messerschmidt Place,2350,NSW,4.0
3715,Willow,Rusbridge,Female,19,1974-11-08,Computer Systems Analyst I,Argiculture,High Net Worth,0,1,10.0,25 Melvin Junction,3064,VIC,6.0
3716,Kari,Bamlett,Female,81,1998-08-24,,Retail,Affluent Customer,0,0,1.0,650 Barby Street,2023,NSW,12.0
3717,Arlin,Woollacott,Male,88,1958-12-07,Senior Financial Analyst,Financial Services,Mass Customer,0,1,18.0,63795 Logan Junction,3805,VIC,7.0
3718,Damiano,,U,22,,Geologist IV,IT,Mass Customer,0,1,,506 Tennyson Avenue,4118,QLD,9.0
3719,Dorette,Attridge,Female,26,1956-10-19,Sales Representative,Retail,Mass Customer,0,0,6.0,7 Shasta Terrace,2821,NSW,2.0
3720,Adelice,Tams,Female,23,1972-08-15,,,Mass Customer,0,0,15.0,61 Shoshone Alley,3150,VIC,10.0
3721,Merrili,Potticary,Female,84,1994-10-13,Senior Quality Engineer,Financial Services,Mass Customer,0,1,7.0,3241 Rigney Place,3337,VIC,4.0
3722,Merilee,Hammerson,Female,69,1975-11-07,,Retail,Mass Customer,0,0,7.0,65885 Maple Hill,3072,VIC,10.0
3723,Justine,Pirt,Female,31,1993-10-22,Accountant II,Financial Services,High Net Worth,0,0,7.0,310 Cody Street,2125,NSW,11.0
3724,Griffith,Minor,Male,24,1976-03-23,,IT,Affluent Customer,0,0,9.0,7650 Stone Corner Avenue,3201,VIC,5.0
3725,Elisha,Venny,Male,37,1970-07-21,Research Assistant II,,Mass Customer,0,1,5.0,6033 Blaine Court,2075,NSW,12.0
3726,Ange,Austick,Female,36,1976-06-17,GIS Technical Architect,Property,Mass Customer,0,0,19.0,515 Fallview Way,2484,NSW,8.0
3727,Eba,Youle,U,65,,Assistant Professor,IT,Mass Customer,0,0,,757 International Road,3158,VIC,8.0
3728,Chanda,Garmons,Female,27,1986-09-01,Technical Writer,Property,Affluent Customer,0,1,21.0,0 Declaration Center,2250,NSW,10.0
3729,Armand,McNish,Male,6,1960-12-16,Financial Analyst,Financial Services,Mass Customer,0,0,19.0,1 Parkside Avenue,3109,VIC,10.0
3730,Joann,Clemson,Female,85,1960-02-18,Junior Executive,Manufacturing,Affluent Customer,0,0,6.0,73128 Pearson Pass,4132,QLD,4.0
3731,Jandy,Rodgers,Female,91,1991-10-27,Chief Design Engineer,,Mass Customer,0,0,8.0,1940 Morning Circle,2765,NSW,9.0
3732,Shawn,De Hooge,Female,47,1992-06-07,Research Associate,Manufacturing,Mass Customer,0,0,2.0,18 Chinook Plaza,2756,NSW,9.0
3733,Shelden,Rodenburg,Male,70,1977-11-01,,,Mass Customer,0,0,11.0,7912 Jana Lane,2194,NSW,8.0
3734,Trixi,Wickes,Female,46,1977-01-07,Help Desk Technician,Manufacturing,Mass Customer,0,0,21.0,534 Arrowood Trail,4212,QLD,8.0
3735,Cchaddie,Heffron,Male,91,1961-12-02,Senior Quality Engineer,Entertainment,Mass Customer,0,0,15.0,79 Butterfield Street,2016,NSW,11.0
3736,Charles,Brounfield,Male,64,1992-03-13,Senior Developer,Argiculture,Mass Customer,0,1,10.0,789 Alpine Lane,2390,NSW,8.0
3737,Elyssa,De Witt,Female,86,1981-03-21,Design Engineer,Manufacturing,Affluent Customer,0,0,8.0,4178 Bartelt Parkway,2505,NSW,8.0
3738,Lucila,Smalls,Female,19,1959-12-19,Professor,Financial Services,High Net Worth,0,1,19.0,44 Londonderry Parkway,2164,NSW,10.0
3739,Gates,Nelthorpe,Female,59,1991-08-27,Environmental Tech,IT,High Net Worth,0,0,5.0,712 Sage Park,3149,VIC,9.0
3740,Rania,Poulter,Female,82,1979-12-03,Dental Hygienist,Health,Mass Customer,0,0,8.0,88987 Dexter Park,2806,NSW,1.0
3741,Mollee,Jeavons,Female,19,1970-02-01,Nurse,,Affluent Customer,0,1,16.0,52 Helena Lane,2192,NSW,10.0
3742,Veda,Faill,Female,79,1961-11-09,Editor,Property,High Net Worth,0,1,16.0,3 High Crossing Parkway,3006,VIC,7.0
3743,Riki,Aimable,Female,85,1986-08-02,Tax Accountant,Property,Mass Customer,0,0,22.0,45 Fordem Court,3191,VIC,10.0
3744,Franchot,Loeber,Male,57,1981-01-05,,Financial Services,Mass Customer,0,1,9.0,82583 North Hill,2528,NSW,7.0
3745,Randy,Duligall,Female,90,1977-12-05,Dental Hygienist,Health,Mass Customer,0,1,20.0,79 Crescent Oaks Court,2806,NSW,1.0
3746,Thaddeus,McLurg,Male,64,1961-09-01,Developer II,,Affluent Customer,0,1,16.0,1 Utah Alley,2232,NSW,10.0
3747,Valerye,Yukhtin,Female,8,1990-02-24,Web Developer IV,Manufacturing,Mass Customer,0,1,10.0,353 Donald Street,3199,VIC,7.0
3748,Maurise,Beal,Male,82,1956-01-10,Staff Scientist,,Affluent Customer,0,1,18.0,86 Fairfield Alley,2558,NSW,8.0
3749,Blondelle,Swynley,Female,3,2001-04-21,,IT,Affluent Customer,0,0,1.0,33 Sugar Alley,2060,NSW,12.0
3750,Yanaton,Beacom,Male,78,1972-04-14,Chemical Engineer,Manufacturing,Affluent Customer,0,1,6.0,92 Northridge Park,2450,NSW,4.0
3751,Millicent,Nacci,Female,44,1978-12-28,Environmental Specialist,,Affluent Customer,0,1,13.0,1 Algoma Trail,4213,QLD,6.0
3752,Peta,Nunes Nabarro,Female,67,1961-09-15,Administrative Assistant I,Argiculture,Affluent Customer,0,1,16.0,08261 Aberg Junction,2176,NSW,9.0
3753,Ebony,Peagrim,Female,16,1997-08-21,Office Assistant II,Manufacturing,Mass Customer,0,0,3.0,549 Randy Point,2560,NSW,7.0
3754,Emmy,MacGibbon,Female,74,1961-02-16,,Telecommunications,Mass Customer,0,0,19.0,09295 Judy Terrace,2753,NSW,8.0
3755,Stephen,Garnar,Male,38,1994-05-10,Chief Design Engineer,Financial Services,High Net Worth,0,1,7.0,78 Southridge Parkway,2257,NSW,9.0
3756,Barry,,Male,22,1977-07-08,,,Affluent Customer,0,0,10.0,04 Oakridge Drive,4123,QLD,9.0
3757,Hyacinthia,Crain,Female,75,1999-09-12,Information Systems Manager,,Affluent Customer,0,0,2.0,20101 Prentice Terrace,2074,NSW,11.0
3758,Naomi,Whiles,Female,71,1959-07-30,Recruiting Manager,Telecommunications,Mass Customer,0,1,12.0,498 Golf Parkway,2144,NSW,10.0
3759,Sue,Batstone,Female,68,1995-03-04,Programmer IV,Property,Mass Customer,0,1,4.0,23 West Crossing,3192,VIC,7.0
3760,Bryana,Vennart,Female,73,1976-06-09,,Financial Services,Mass Customer,0,0,18.0,011 Johnson Park,3121,VIC,11.0
3761,Zarla,Seyers,Female,87,1973-07-20,Biostatistician II,Telecommunications,Mass Customer,0,1,13.0,5 Atwood Crossing,2321,NSW,3.0
3762,Marinna,Ors,Female,48,1967-03-22,,Property,Mass Customer,0,0,14.0,28008 Mesta Lane,2767,NSW,9.0
3763,Law,Jore,Male,37,1981-01-27,Quality Control Specialist,,Affluent Customer,0,1,20.0,1 Dixon Way,3072,VIC,5.0
3764,Nonie,Newson,Female,29,1957-05-06,Cost Accountant,Financial Services,Mass Customer,0,1,15.0,31446 5th Court,3064,VIC,4.0
3765,Bobbe,Lomaz,Female,20,1963-06-01,Automation Specialist IV,Property,Mass Customer,0,0,18.0,8397 Holy Cross Parkway,2087,NSW,11.0
3766,Marcos,Algar,Male,47,1970-04-13,Desktop Support Technician,Financial Services,Mass Customer,0,1,19.0,85958 Bartillon Way,3201,VIC,6.0
3767,Man,Bigglestone,Male,25,1982-09-14,Web Developer IV,,High Net Worth,0,0,16.0,877 Corben Center,2500,NSW,7.0
3768,Christina,Grevatt,Female,44,1971-01-17,Senior Financial Analyst,Financial Services,Mass Customer,0,1,14.0,6 Maple Wood Junction,4012,QLD,7.0
3769,Kerry,Wooldridge,Male,40,1993-01-19,Desktop Support Technician,Health,High Net Worth,0,1,5.0,5304 Oneill Pass,2117,NSW,10.0
3770,Caddric,Ruddiforth,Male,54,1988-02-02,Legal Assistant,Argiculture,Mass Customer,0,0,17.0,884 Packers Junction,2034,NSW,10.0
3771,Pippy,Matysiak,Female,78,1974-09-08,Electrical Engineer,Manufacturing,Mass Customer,0,0,17.0,95 East Road,2093,NSW,9.0
3772,Anselma,Rennie,Female,45,1999-02-07,Physical Therapy Assistant,Manufacturing,Mass Customer,0,1,2.0,9932 Atwood Center,2011,NSW,10.0
3773,Wadsworth,Ruselin,Male,44,1976-02-06,Accountant I,,Affluent Customer,0,1,18.0,1929 Crowley Drive,4034,QLD,7.0
3774,Elizabeth,Christy,Female,38,1998-11-07,Statistician I,Property,High Net Worth,0,0,2.0,70 West Plaza,3020,VIC,8.0
3775,Avie,Cleator,Female,16,1985-02-13,,Health,Affluent Customer,0,0,8.0,7 Norway Maple Avenue,4172,QLD,5.0
3776,Kennie,Baszniak,Male,46,1977-05-02,Recruiter,Retail,Mass Customer,0,1,19.0,54285 Annamark Way,3977,VIC,6.0
3777,Letty,Giacobelli,Female,13,1969-06-12,Cost Accountant,Financial Services,High Net Worth,0,1,6.0,761 Carioca Drive,4226,QLD,7.0
3778,Ilaire,Redborn,Male,99,1971-06-09,Dental Hygienist,Health,High Net Worth,0,0,10.0,69131 Kipling Alley,3351,VIC,4.0
3779,Ulick,Daspar,U,68,,,IT,Affluent Customer,0,0,,3052 Green Drive,3142,VIC,11.0
3780,Mitchel,Bellefant,Male,10,1993-11-01,Desktop Support Technician,Financial Services,High Net Worth,0,0,8.0,33331 Corry Road,2560,NSW,8.0
3781,Karalee,Hosten,Female,30,1961-10-16,Graphic Designer,Retail,Mass Customer,0,1,12.0,69 Porter Parkway,4128,QLD,7.0
